"","NestID","ActiveDate","ActiveTime","ActiveDateTime","FailDate","FailTime","FailDateTime","CollectDate","CollectTime","CollectDateTime","ElapsedTime","ElapsedDays","StudySite","Pasture","UTMzone","Easting_DNA","Northing_DNA","Comments","DNA_Type","DistFromNest","Barcode","Corvid_Allele1","Corvid_Allele1_Height","Corvid_Allele2","Corvid_Allele2_Height","SID_Allele1","SID_Allele1_Height","SID_Allele2","SID_Allele2_Height","SID_Allele3","SID_Allele3_Height","Detect_Total","Detect","NestFate","Precip","tmean","tmax","tmin"
"240","FX0277N1_21","4/28/21","13:14","4/28/21 13:14","4/29/21",10:28:00,NA,"4/29/21",11:39:00,"4/29/21",0.93,1,"JISA","Kane Springs (Line Canyon)",12,298120,4671560,NA,"Swab",0,"JZZXB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.25,2.78,9.5,-3.72
"241","FX0277N1_21","4/28/21","13:14","4/28/21 13:14","4/29/21",10:28:00,NA,"4/29/21",11:39:00,"4/29/21",0.93,1,"JISA","Kane Springs (Line Canyon)",12,298119,4671557,NA,"Swab",2,"JZZXC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.25,2.78,9.5,-3.72
"242","FX0277N1_21","4/28/21","13:14","4/28/21 13:14","4/29/21",10:28:00,NA,"4/29/21",11:39:00,"4/29/21",0.93,1,"JISA","Kane Springs (Line Canyon)",12,298119,4671557,NA,"Swab",2,"JZZYH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.25,2.78,9.5,-3.72
"243","FX0277N1_21","4/28/21","13:14","4/28/21 13:14","4/29/21",10:28:00,NA,"4/29/21",11:39:00,"4/29/21",0.93,1,"JISA","Kane Springs (Line Canyon)",12,298119,4671559,NA,"Swab",2,"JZZYO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.25,2.78,9.5,-3.72
"244","FX0277N1_21","4/28/21","13:14","4/28/21 13:14","4/29/21",10:28:00,NA,"4/29/21",11:39:00,"4/29/21",0.93,1,"JISA","Kane Springs (Line Canyon)",12,298120,4671560,NA,"Swab",0,"JZZYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.25,2.78,9.5,-3.72
"245","FX0280N1_20","4/24/20","13:42","4/24/20 13:42","4/27/20",16:19:00,NA,"4/28/20",11:13:00,"4/28/20",3.9,4,"BIBU","Butte South",12,330874,4802019,NA,"Swab",0,"2SZZH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.34,7.06,15.33,-1.2
"246","FX0280N1_20","4/24/20","13:42","4/24/20 13:42","4/27/20",16:19:00,NA,"4/28/20",11:20:00,"4/28/20",3.9,4,"BIBU","Butte South",12,330874,4802019,NA,"Swab",1,"2SZZX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.34,7.06,15.33,-1.2
"247","FX0281N1_20","5/8/20","18:00","5/8/20 18:00","5/11/20",18:00:00,NA,"5/11/20",18:30:00,"5/11/20",3.02,3,"PAVA","River West",12,283750,4916357,NA,"EggShells",2,"2SZXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.94,13.61,-3.72
"248","FX0281N1_20","5/8/20","18:00","5/8/20 18:00","5/11/20",18:00:00,NA,"5/11/20",18:30:00,"5/11/20",3.02,3,"PAVA","River West",12,283750,4916357,NA,"EggShells",5,"2SZY4","Raven",11010,"Raven",10704,NA,NA,NA,NA,NA,NA,2,0,"Failed",0,4.94,13.61,-3.72
"249","FX0281N1_20","5/8/20","18:00","5/8/20 18:00","5/11/20",18:00:00,NA,"5/11/20",18:30:00,"5/11/20",3.02,3,"PAVA","River West",12,283750,4916357,NA,"Swab",10,"2XZZI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.94,13.61,-3.72
"250","FX0281N1_20","5/8/20","18:00","5/8/20 18:00","5/11/20",18:00:00,NA,"5/11/20",18:30:00,"5/11/20",3.02,3,"PAVA","River West",12,283750,4916357,NA,"Swab",1,"2XZZJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.94,13.61,-3.72
"251","FX0281N1_20","5/8/20","18:00","5/8/20 18:00","5/11/20",18:00:00,NA,"5/11/20",18:30:00,"5/11/20",3.02,3,"PAVA","River West",12,283750,4916357,NA,"Swab",5,"2XZZM","Raven",688,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",0,4.94,13.61,-3.72
"252","FX0281N1_20","5/8/20","18:00","5/8/20 18:00","5/11/20",18:00:00,NA,"5/11/20",18:30:00,"5/11/20",3.02,3,"PAVA","River West",12,283750,4916357,NA,"Swab",1,"2XZZR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.94,13.61,-3.72
"253","FX0331N1_21","5/19/21","9:00","5/19/21 9:00","5/24/21",10:00:00,NA,"5/24/21",10:55:00,"5/24/21",5.08,5,"SHCR","(North) Tokum-Bambi East",11,603243,4661256,NA,"Swab",2,"HZZWK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",2.08,6.43,13.92,-0.83
"254","FX0331N1_21","5/19/21","9:00","5/19/21 9:00","5/24/21",10:00:00,NA,"5/24/21",10:53:00,"5/24/21",5.08,5,"SHCR","(North) Tokum-Bambi East",11,603243,4661256,NA,"Swab",2,"HZZWL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",2.08,6.43,13.92,-0.83
"255","FX0331N1_21","5/19/21","9:00","5/19/21 9:00","5/24/21",10:00:00,NA,"5/24/21",10:45:00,"5/24/21",5.07,5,"SHCR","(North) Tokum-Bambi East",11,603243,4661256,NA,"Swab",1,"HZZXQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",2.08,6.43,13.92,-0.83
"256","FX0331N1_21","5/19/21","9:00","5/19/21 9:00","5/24/21",10:00:00,NA,"5/24/21",10:47:00,"5/24/21",5.07,5,"SHCR","(North) Tokum-Bambi East",11,603243,4661256,NA,"Swab",1,"HZZXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",2.08,6.43,13.92,-0.83
"257","FX0331N1_21","5/19/21","9:00","5/19/21 9:00","5/24/21",10:00:00,NA,"5/24/21",10:49:00,"5/24/21",5.08,5,"SHCR","(North) Tokum-Bambi East",11,603243,4661256,NA,"Swab",3,"HZZYC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",2.08,6.43,13.92,-0.83
"258","FX0331N1_21","5/19/21","9:00","5/19/21 9:00","5/24/21",10:00:00,NA,"5/24/21",10:51:00,"5/24/21",5.08,5,"SHCR","(North) Tokum-Bambi East",11,603243,4661256,NA,"Swab",3,"HZZYD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",2.08,6.43,13.92,-0.83
"259","FX0333N1_20","5/30/20","11:33","5/30/20 11:33","6/2/20",11:05:00,NA,"6/2/20",10:00:00,"6/2/20",2.94,3,"BIBU","Butte North",12,332422,4811227,NA,"EggShells",0,"2SZZM",NA,NA,NA,NA,"Coyote",1350,NA,NA,NA,NA,1,1,"Failed",0,19.54,29.04,10.06
"260","FX0337N1_20","5/11/20","10:21","5/11/20 10:21","5/13/20",12:42:00,NA,"5/13/20",13:30:00,"5/13/20",2.13,2,"BIBU","Sunset South",12,328391,4798841,NA,"Swab",0,"2SZWB",NA,NA,NA,NA,"Coyote",498,"Coyote",1270,NA,NA,2,1,"Failed",0,13.31,23.78,2.86
"261","FX0337N1_20","5/11/20","10:21","5/11/20 10:21","5/13/20",12:42:00,NA,"5/13/20",15:35:00,"5/13/20",2.22,2,"BIBU","Sunset South",12,328391,4798841,NA,"Swab",0,"2SZXY",NA,NA,NA,NA,"Coyote",3400,NA,NA,NA,NA,1,1,"Failed",0,13.31,23.78,2.86
"262","FX0337N1_20","5/11/20","10:21","5/11/20 10:21","5/13/20",12:42:00,NA,"5/13/20",16:38:00,"5/13/20",2.26,2,"BIBU","Sunset South",12,328391,4798841,NA,"Swab",0,"2SZZP",NA,NA,NA,NA,"Coyote",4059,NA,NA,NA,NA,1,1,"Failed",0,13.31,23.78,2.86
"263","FX0337N1_20","5/11/20","10:21","5/11/20 10:21","5/13/20",12:42:00,NA,"5/13/20",14:32:00,"5/13/20",2.17,2,"BIBU","Sunset South",12,328391,4798841,NA,"Swab",0,"2SZZU",NA,NA,NA,NA,"Coyote",1077,"Coyote",2424,NA,NA,2,1,"Failed",0,13.31,23.78,2.86
"264","FX0337N1_20","5/11/20","10:21","5/11/20 10:21","5/13/20",12:42:00,NA,"5/13/20",17:41:00,"5/13/20",2.31,2,"BIBU","Sunset South",12,328391,4798841,NA,"Swab",0,"2SZZW",NA,NA,NA,NA,"Coyote",2645,"Coyote",3992,NA,NA,2,1,"Failed",0,13.31,23.78,2.86
"265","FX0337N2_20","6/12/20","7:16","6/12/20 7:16","6/15/20",09:13:00,NA,"6/15/20",09:33:00,"6/15/20",3.1,3,"BIBU","Serviceberry",12,328347,4799381,NA,"Swab",1,"2XZXU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.61,26.28,6.94
"266","FX0337N2_20","6/12/20","7:16","6/12/20 7:16","6/15/20",09:13:00,NA,"6/15/20",09:39:00,"6/15/20",3.1,3,"BIBU","Serviceberry",12,328347,4799381,NA,"Swab",0,"2XZXW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.61,26.28,6.94
"267","FX0337N2_20","6/12/20","7:16","6/12/20 7:16","6/15/20",09:13:00,NA,"6/15/20",09:30:00,"6/15/20",3.09,3,"BIBU","Serviceberry",12,328347,4799381,NA,"Swab",3,"2XZXY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.61,26.28,6.94
"268","FX0337N2_20","6/12/20","7:16","6/12/20 7:16","6/15/20",09:13:00,NA,"6/15/20",09:36:00,"6/15/20",3.1,3,"BIBU","Serviceberry",12,328347,4799381,NA,"Swab",0,"2XZY9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.61,26.28,6.94
"269","FX0345N1_20","5/3/20","17:30","5/3/20 17:30","5/5/20",11:11:00,NA,"5/5/20",11:15:00,"5/5/20",1.74,2,"BIBU","Butte North",12,331064,4810137,NA,"EggShells",1,"2SZX4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.72,18.03,-0.58
"270","FX0345N1_20","5/3/20","17:30","5/3/20 17:30","5/5/20",11:11:00,NA,"5/5/20",11:11:00,"5/5/20",1.74,2,"BIBU","Butte North",12,331064,4810137,NA,"Swab",1,"2SZZF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.72,18.03,-0.58
"271","FX0347N1_20","4/29/20","12:18","4/29/20 12:18","5/1/20",18:07:00,NA,"5/1/20",18:32:00,"5/1/20",2.26,2,"BIBU","Serviceberry",12,328933,4800081,NA,"Swab",1,"2SZVY",NA,NA,NA,NA,"Coyote",654,NA,NA,NA,NA,1,1,"Failed",0.25,11.89,22.64,1.17
"272","FX0347N1_20","4/29/20","12:18","4/29/20 12:18","5/1/20",18:07:00,NA,"5/1/20",18:40:00,"5/1/20",2.27,2,"BIBU","Serviceberry",12,328933,4800081,NA,"Swab",1,"2SZY1",NA,NA,NA,NA,"Coyote",1088,NA,NA,NA,NA,1,1,"Failed",0.25,11.89,22.64,1.17
"273","FX0347N1_20","4/29/20","12:18","4/29/20 12:18","5/1/20",18:07:00,NA,"5/1/20",18:30:00,"5/1/20",2.26,2,"BIBU","Serviceberry",12,328933,4800081,NA,"Swab",1,"2SZZG",NA,NA,NA,NA,"Coyote",1582,"Coyote",1029,NA,NA,2,1,"Failed",0.25,11.89,22.64,1.17
"274","FX0347N1_20","4/29/20","12:18","4/29/20 12:18","5/1/20",18:07:00,NA,"5/1/20",18:34:00,"5/1/20",2.26,2,"BIBU","Serviceberry",12,328933,4800081,NA,"Swab",1,"2SZZI",NA,NA,NA,NA,"Coyote",1017,"Coyote",1219,NA,NA,2,1,"Failed",0.25,11.89,22.64,1.17
"275","FX0347N1_20","4/29/20","12:18","4/29/20 12:18","5/1/20",18:07:00,NA,"5/1/20",18:36:00,"5/1/20",2.26,2,"BIBU","Serviceberry",12,328933,4800081,NA,"Swab",1,"2SZZJ",NA,NA,NA,NA,"Coyote",1094,NA,NA,NA,NA,1,1,"Failed",0.25,11.89,22.64,1.17
"276","FX0347N1_20","4/29/20","12:18","4/29/20 12:18","5/1/20",18:07:00,NA,"5/1/20",18:38:00,"5/1/20",2.26,2,"BIBU","Serviceberry",12,328933,4800081,NA,"Swab",1,"2SZZR",NA,NA,NA,NA,"Coyote",799,NA,NA,NA,NA,1,1,"Failed",0.25,11.89,22.64,1.17
"277","FX0347N2_20","5/21/20","13:36","5/21/20 13:36","5/24/20",13:08:00,NA,"5/25/20",03:45:00,"5/25/20",3.59,4,"BIBU","Serviceberry",12,329049,4799727,NA,"Swab",0,"2XZXM",NA,NA,NA,NA,"Coyote",804,"Coyote",1211,NA,NA,2,1,"Failed",4.83,6.57,11.3,1.81
"278","FX0347N2_20","5/21/20","13:36","5/21/20 13:36","5/24/20",13:08:00,NA,"5/25/20",03:37:00,"5/25/20",3.58,4,"BIBU","Serviceberry",12,329049,4799727,NA,"Swab",0,"2XZXN",NA,NA,NA,NA,"Coyote",1589,"Coyote",1270,NA,NA,2,1,"Failed",4.83,6.57,11.3,1.81
"279","FX0347N2_20","5/21/20","13:36","5/21/20 13:36","5/24/20",13:08:00,NA,"5/25/20",03:30:00,"5/25/20",3.58,4,"BIBU","Serviceberry",12,329049,4799727,NA,"Swab",0,"2XZYG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",4.83,6.57,11.3,1.81
"280","FX0351N1_21","5/6/21","16:01","5/6/21 16:01","5/10/21",12:01:00,NA,"5/12/21",18:39:00,"5/12/21",6.11,6,"SHCR","East Blackleg (North)",11,594224,4658026,NA,"EggShells",1,"2SZX9",NA,NA,NA,NA,"Coyote",519,NA,NA,NA,NA,1,1,"Failed",0,9,19.22,-1.26
"281","FX0351N1_21","5/6/21","16:01","5/6/21 16:01","5/10/21",12:01:00,NA,"5/12/21",18:45:00,"5/12/21",6.11,6,"SHCR","East Blackleg (North)",11,594224,4658026,NA,"EggShells",1,"2SZXD",NA,NA,NA,NA,"Coyote",1066,"Coyote",467,NA,NA,2,1,"Failed",0,9,19.22,-1.26
"282","FX0351N1_21","5/6/21","16:01","5/6/21 16:01","5/10/21",12:01:00,NA,"5/10/21",12:45:00,"5/10/21",3.86,4,"SHCR","East Blackleg (North)",11,594202,4658029,NA,"EggShells",1,"2XZWM",NA,NA,NA,NA,"Coyote",1005,NA,NA,NA,NA,1,1,"Failed",0,9,19.22,-1.26
"283","FX0351N1_21","5/6/21","16:01","5/6/21 16:01","5/10/21",12:01:00,NA,"5/10/21",12:45:00,"5/10/21",3.86,4,"SHCR","East Blackleg (North)",11,594202,4658029,NA,"Swab",1,"JZZWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9,19.22,-1.26
"284","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685569,4669340,NA,"Swab",1,"2OZY4",NA,NA,NA,NA,"Coyote",1245,"Coyote",1337,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"285","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685569,4669340,NA,"Swab",1,"2OZYG",NA,NA,NA,NA,"Coyote",2468,NA,NA,NA,NA,1,1,"Failed",0,7.56,16.22,-1.14
"286","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685570,4669340,NA,"Swab",1,"2OZYH",NA,NA,NA,NA,"Coyote",2502,"Coyote",3415,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"287","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685569,4669340,NA,"Swab",1,"2OZYL",NA,NA,NA,NA,"Coyote",975,"Coyote",1497,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"288","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685570,4669340,NA,"Swab",1,"2OZYR",NA,NA,NA,NA,"Coyote",3695,"Coyote",9285,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"289","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685570,4669340,NA,"Swab",1,"2OZYU",NA,NA,NA,NA,"Coyote",2904,"Coyote",6832,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"290","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685573,4669336,NA,"Swab",7,"2OZYW",NA,NA,NA,NA,"Coyote",4427,"Coyote",5303,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"291","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685570,4669340,NA,"Swab",1,"2OZZ3",NA,NA,NA,NA,"Coyote",1236,"Coyote",1601,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"292","FX0357N1_20","4/20/20","10:08","4/20/20 10:08","4/22/20",12:23:00,NA,"4/22/20",12:56:00,"4/22/20",2.12,2,"BRBE","Indian Cave North",11,685569,4669340,NA,"Swab",1,"2OZZP",NA,NA,NA,NA,"Coyote",2330,"Coyote",4793,NA,NA,2,1,"Failed",0,7.56,16.22,-1.14
"293","FX0384N1_21","5/20/21","10:26","5/20/21 10:26","5/25/21",09:13:00,NA,"5/25/21",09:00:00,"5/25/21",4.94,5,"BRBE","Browns Creek West",11,681549,4662681,NA,"Swab",-999,"2VZZ1","Raven",10293,"Raven",10145,NA,NA,NA,NA,NA,NA,2,1,"Failed",2.24,6.66,13.12,0.34
"294","FX0384N1_21","5/20/21","10:26","5/20/21 10:26","5/25/21",09:13:00,NA,"5/25/21",09:03:00,"5/25/21",4.94,5,"BRBE","Browns Creek West",11,681549,4662681,NA,"Swab",-999,"2VZZQ","Raven",10607,"Raven",11072,NA,NA,NA,NA,NA,NA,2,1,"Failed",2.24,6.66,13.12,0.34
"295","FX0384N1_21","5/20/21","10:26","5/20/21 10:26","5/25/21",09:13:00,NA,"5/25/21",08:57:00,"5/25/21",4.94,5,"BRBE","Browns Creek West",11,681549,4662681,NA,"Swab",-999,"2VZZY","Raven",10640,"Raven",10818,NA,NA,NA,NA,NA,NA,2,1,"Failed",2.24,6.66,13.12,0.34
"296","FX0384N1_21","5/20/21","10:26","5/20/21 10:26","5/25/21",09:13:00,NA,"5/25/21",09:08:00,"5/25/21",4.95,5,"BRBE","Browns Creek West",11,681549,4662681,NA,"EggShells",-999,"IYZZ6","Raven",10419,"Raven",10463,NA,NA,NA,NA,NA,NA,2,1,"Failed",2.24,6.66,13.12,0.34
"297","FX0384N1_21","5/20/21","10:26","5/20/21 10:26","5/25/21",09:13:00,NA,"5/25/21",09:05:00,"5/25/21",4.94,5,"BRBE","Browns Creek West",11,681549,4662681,NA,"EggShells",-999,"IZZXT",NA,NA,"Raven",7402,"Red Fox",2738,"Red Fox",932,NA,NA,3,1,"Failed",2.24,6.66,13.12,0.34
"298","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",10:52:00,"5/12/21",1.78,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",1,"JZZW4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.61,11.89,-2.75
"299","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",11:09:00,"5/12/21",1.8,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",1,"JZZW5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.61,11.89,-2.75
"300","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",11:06:00,"5/12/21",1.79,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",1,"JZZW6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.61,11.89,-2.75
"301","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",10:59:00,"5/12/21",1.79,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",1,"JZZW7",NA,NA,NA,NA,"Coyote",796,NA,NA,NA,NA,1,1,"Failed",0,4.61,11.89,-2.75
"302","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",10:45:00,"5/12/21",1.78,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",4,"JZZWR",NA,NA,NA,NA,"Coyote",1037,"Coyote",592,NA,NA,2,1,"Failed",0,4.61,11.89,-2.75
"303","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",10:49:00,"5/12/21",1.78,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",1,"JZZWT",NA,NA,NA,NA,"Coyote",1101,"Coyote",1558,NA,NA,2,1,"Failed",0,4.61,11.89,-2.75
"304","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",10:56:00,"5/12/21",1.79,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",1,"JZZWV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.61,11.89,-2.75
"305","FX0395N1_21","5/10/21","16:04","5/10/21 16:04","5/12/21",10:26:00,NA,"5/12/21",11:02:00,"5/12/21",1.79,2,"SHCR","East Blackleg (North)",11,595534,4660207,NA,"Swab",1,"JZZWW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,4.61,11.89,-2.75
"306","FX0396N1_20","4/24/20","9:58","4/24/20 9:58","4/27/20",10:12:00,NA,"4/27/20",11:55:00,"4/27/20",3.08,3,"BRBE","Corral Creek East",11,685595,4665717,NA,"Swab",1,"2OZYD",NA,NA,NA,NA,"Coyote",671,NA,NA,NA,NA,1,1,"Failed",0,8.37,16.09,0.67
"307","FX0396N1_20","4/24/20","9:58","4/24/20 9:58","4/27/20",10:12:00,NA,"4/27/20",11:52:00,"4/27/20",3.08,3,"BRBE","Corral Creek East",11,685595,4665716,NA,"Swab",1,"2OZZN",NA,NA,NA,NA,"Coyote",1839,"Coyote",4905,NA,NA,2,1,"Failed",0,8.37,16.09,0.67
"308","FX0396N1_20","4/24/20","9:58","4/24/20 9:58","4/27/20",10:12:00,NA,"4/27/20",11:52:00,"4/27/20",3.08,3,"BRBE","Corral Creek East",11,685595,4665714,NA,"EggShells",0,"2OZZT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.37,16.09,0.67
"309","FX0396N1_20","4/24/20","9:58","4/24/20 9:58","4/27/20",10:12:00,NA,"4/27/20",11:58:00,"4/27/20",3.08,3,"BRBE","Corral Creek East",11,685593,4665710,NA,"EggShells",5,"2PZYJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.37,16.09,0.67
"310","FX0399N1_20","4/29/20","14:45","4/29/20 14:45","5/3/20",16:40:00,NA,"5/3/20",16:45:00,"5/3/20",4.08,4,"SHCR","East Blackleg (North)",12,594889,4659918,NA,"Swab",0,"2OZY3",NA,NA,NA,NA,"Coyote",496,NA,NA,NA,NA,1,1,"Failed",0,13.03,23.1,2.93
"311","FX0399N1_20","4/29/20","14:45","4/29/20 14:45","5/3/20",16:40:00,NA,"5/3/20",16:45:00,"5/3/20",4.08,4,"SHCR","East Blackleg (North)",12,594889,4659918,NA,"EggShells",0,"2OZZX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,13.03,23.1,2.93
"312","FX0399N1_20","4/29/20","14:45","4/29/20 14:45","5/3/20",16:40:00,NA,"5/3/20",16:45:00,"5/3/20",4.08,4,"SHCR","East Blackleg (North)",12,594889,4659918,NA,"EggShells",0,"2PZY4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,13.03,23.1,2.93
"313","FX0399N1_20","4/29/20","14:45","4/29/20 14:45","5/3/20",16:40:00,NA,"5/3/20",16:45:00,"5/3/20",4.08,4,"SHCR","East Blackleg (North)",12,594889,4659918,NA,"EggShells",0,"2PZYW",NA,NA,NA,NA,"Coyote",351,NA,NA,NA,NA,1,1,"Failed",0,13.03,23.1,2.93
"314","FX0399N1_20","4/29/20","14:45","4/29/20 14:45","5/3/20",16:40:00,NA,"5/3/20",16:45:00,"5/3/20",4.08,4,"SHCR","East Blackleg (North)",12,594889,4659918,NA,"Swab",0,"2SZWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,13.03,23.1,2.93
"315","FX0399N1_20","4/29/20","14:45","4/29/20 14:45","5/3/20",16:40:00,NA,"5/3/20",16:45:00,"5/3/20",4.08,4,"SHCR","East Blackleg (North)",12,594889,4659918,NA,"Swab",0,"2SZWK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,13.03,23.1,2.93
"316","FX0426N1_21","5/12/21","9:22","5/12/21 9:22","5/14/21",10:37:00,NA,"5/14/21",11:30:00,"5/14/21",2.09,2,"BRBE","Indian Cave South",11,684351,4668239,NA,"Swab",1,"2WZY5",NA,NA,NA,NA,"Coyote",1065,"Coyote",1578,NA,NA,2,1,"Failed",0,8.83,20,-2
"317","FX0426N1_21","5/12/21","9:22","5/12/21 9:22","5/14/21",10:37:00,NA,"5/14/21",11:28:00,"5/14/21",2.09,2,"BRBE","Indian Cave South",11,684351,4668239,NA,"Swab",1,"2WZYD",NA,NA,NA,NA,"Coyote",3477,"Coyote",2188,NA,NA,2,1,"Failed",0,8.83,20,-2
"318","FX0426N1_21","5/12/21","9:22","5/12/21 9:22","5/14/21",10:37:00,NA,"5/14/21",11:34:00,"5/14/21",2.09,2,"BRBE","Indian Cave South",11,684351,4668239,NA,"Swab",0,"2WZYN",NA,NA,NA,NA,"Coyote",1644,"Coyote",2004,NA,NA,2,1,"Failed",0,8.83,20,-2
"319","FX0426N1_21","5/12/21","9:22","5/12/21 9:22","5/14/21",10:37:00,NA,"5/14/21",11:25:00,"5/14/21",2.09,2,"BRBE","Indian Cave South",11,684351,4668239,NA,"Swab",1,"2WZYW",NA,NA,NA,NA,"Coyote",1521,"Coyote",2027,NA,NA,2,1,"Failed",0,8.83,20,-2
